channel_id,channel,community_id,sample_viewers,internal_strength
UC2l_FQ800uKs7TMYjay2Tsw,ワニボー,1,23,2.495202
UC0w34ML2u_eWfWv6ZflIXxA,量子力学的　幸せと成功引き寄せチャンネル,1,42,2.482615
UC1WkFVOCTPdY782AJ1PZ-JQ,Dr. Zion Kabasawa,1,174,2.46148
UC60edzb3Y-OhV02QeXraTDw,あおいの幸せ引き寄せ波動ラボ,1,38,2.304383
UC0xYGj09xcSMEIN56dNn8GA,Sunday+,1,24,2.303758
UC-Yt1IpLEnzGRYz9uxRAOZQ,まこちんの量子力学チャンネル,1,17,2.219389
UC0QaxWvI7NNWcFTHDVypr1Q,櫻庭露樹のコラボチャンネル,1,28,2.135094
UC2vi2elY5r_NiMMar423Xwg,おみそちゃんねる【世界どん深闇ニュース】,1,84,2.111813
UC2LJKazqzQ-4ZFWPZFPLDSQ,預言天狗の開運お告げ,1,34,2.048412
UC10Cp6r98mQjtEB_G7jwFjQ,旺季志ずかの宇宙は舞台,1,10,2.029939
UC5Qy8k_hK7eWs0pdF7rxiAA,宇宙経営・平井ナナエ【人生を変えたいあなたへ】,1,19,1.97719
UC-a9wiNTKiLIRLTyIRdNbMg,OGATORE,1,84,1.965227
UC5FSZsqWuxqSM8IHfxw-Hyw,きたの先生 | 日本一ロジカルな潜在意識の活用法🌏,1,28,1.908316
UC4LBOkVeWybjgZcruTPR1PQ,NORIさんの【精神世界探究チャンネル】,1,25,1.813061
UC1yMehQx8NdlIFJlPzptRYg,超開運一直線!チャンネル,1,16,1.784499
UC1xUVJIbbM-PV5W0Cci6zuA,苫米地英人の一言コーチング,1,27,1.729096
UC1ahId_-0jdVG0zrgbEIAzQ,サハトホル SaHathor,1,22,1.683985
UC2vQ-7IQJ75obTuTfDrpCyA,現実創造の学校　長友あづさ【潜在意識・脳科学】,1,23,1.641774
UC0K-L3dioNK9vi11wR_nCBQ,Japanese YOGA,1,24,1.625511
UC0GSA71KjRnFvj2GCUYLIIg,ChieArt,1,17,1.61675
UC7D5cHlavNWxEfnKkyMQGcQ,市村よしなり。,1,13,1.590563
UC-xNVaHIcx28c8MaJdDsxBw,ココロカフェ,1,11,1.584047
UC-_rEHyejSo0gDagSzA6D1w,sub-low,1,23,1.571041
UCA_JrEDNSX96ADP6hh_7iUA,神社チャンネル,1,34,1.443005
UC-tmV1TLQeBMq05L8Vf_tTA,金運を上げる音楽,1,31,1.419179
UC14OtQ0hkT3BReOs6C1RKDA,苫米地式コーチング認定コーチ渡辺実,1,10,1.393412
UC44JZ2KhRfdPMd-jTEtR4mA,齋藤レナ_Lena Saito_松果体覚醒ミュージシャン,1,11,1.383033
UC31OqQ0FKHo_cvfiLXJ4mHg,スピリチュアルつばさ,1,18,1.326893
UC4XJFeGFaJjkwYKuKy2h0Sw,岩瀬アキラ - Akira Iwase Official Channel,1,27,1.304671
UC5z705CUTh_plTUnvnSCvQw,龍神巫女かぐら,1,24,1.262559
UC3GWUs1RZC2mHITfsGZLr8g,Maya Arika's Awakening Channel,1,18,1.256568
UC-1RMDK_jTIYocxoxfOJNfg,価値観の健全化チャンネル,1,21,1.22848
UC-g4Pydd3d7pqvzhC8pIZZg,潜在意識コーチMai,1,12,1.225804
UC1AtOYBE-rrvc2NytR1q_5A,時給900円パートから貯金5億円超の4児シングルマザー,1,16,1.223189
UC1oPBUWifc0QOOY8DEKhLuQ,avex,1,64,1.142202
UC1p2d2Fj7O9Kf0S7JmHhj-g,腎機能アップ！ちゃんねる 大野沙織,1,20,1.102914
UC-QzGqCGi0ny2fZC3v5s5Cw,コトダマノヘヤ,1,15,1.086205
UC01YF5kNmfaM9lNb0Qarb1w,開運 - Lucky Japan,1,6,1.082809
UC3-ReVazV9vfnKVeNl9mrfA,alien channel,1,22,1.077987
UC1gHtxTKm_6ZE2_n__vRlwA,公式サブチャンネル 苫米地英人YouTube ,1,21,1.067573
UC2y2UgUdCrPYSaP3YnMPo5g,禁断の真実~触れてはならぬ真実が、いま暴かれる~,1,13,1.037898
UC4BIUwrzsbX5-vDWCcyfGog,開運王,1,13,1.033005
UC61Kj7sbdV77Xk2Q3sG_69A,Words of Guidance〜導言〜From KAMIHITO,1,25,1.018621
UC2UzTcmBxku-WV8cVkuvXXw,潜在意識のかきかえ方【ゆっくり解説】,1,24,1.002301
UC-2itvFKzZI10GpvMy9bUgg,Yuko Light Message Fabius Music,1,14,1.002124
UCD7hoq_imKSpKasLuFBHJ6A,波動チャンネル/桑名正典,1,42,0.991338
UC-ivsDwgEwvzjJTRK_jGRqg,トランサーフィン研究所,1,23,0.981603
UC01eIu3mRgE8aMtq_WrazGQ,まとりんの現実創造ch,1,13,0.970019
UC3dh_fQslVReCLOmMsS4pJw,防災士いろはの『健康防災ナビ』,1,16,0.961611
UC5w9Uira5JerthMXoeypz6A,SPT スピリチュアルパワースポット旅 -Spiritual Powerspot Traveler-,1,19,0.940258
UC1ano3Qb1ORaTCWxdEQ0YTg,えんにっき,1,6,0.939753
UC2v3r3SQZy1s9jLHC4hX9jQ,HTLちゃんねる,1,9,0.913535
UC0_wz6vGB92wS9hcqhhNvMA,易選流運命鑑定チャンネル,1,9,0.907823
UC0eN2lZzUS1mbNOugWsisvw,馬と生きるアパルーサ　,1,10,0.876
UC7C5oRm6cGgbjJdPPEVeNMA,精神科医がこころの病気を解説するCh,1,36,0.842232
UC5xOXf3pR7cmoxloEgdAoCw,有馬樹里 脳科学研究家,1,15,0.835613
UC1qf8_Vt6zIW2XP0j_FLtqA,野武屋本店のぶ,1,17,0.824076
UC2CqX7vkULylI1B6q9tz0Hw,けいこ【未来創造】,1,4,0.789376
UC2L2dBbBWuexPgOE4IdGu2g,仏教に学ぶ幸福論 by 菊谷隆太,1,55,0.772428
UC3RmaroKqAi3LAVToGzzILA,目覚ましをかけない生活【トミー】,1,30,0.757026
UC1tk9F5-MGXEq4LWnjmrtpA,カラオケ歌っちゃ王,1,21,0.724414
UC56lF6uAJTE0FvA0e8CQXbg,宇宙よりの思考,1,15,0.717203
UC92zkZ-jTITVHTjfEmlgTlw,ヨガ・シャラ細江たかゆき,1,8,0.689188
UC5wBrMB95qGCvmnUO0OWJZw,カルマKarma ,1,3,0.678084
UC0WMYbByyUKdOytIyEoR-7Q,Tips for Awakening,1,8,0.660576
UC1LF4Ti3XIB8yaL5_DP_azQ,コトスピ【言霊スピリチュアル】,1,17,0.659832
UC1FB7SPHoJOIfRrrqHbrhEQ,山本太郎切り抜きYouTube ch,1,11,0.653998
UC-TvHSpf__bdfEp5oWOdkpA,宇宙銀河スピリチュアルガイド【アセンション】,1,8,0.650787
UC5450Xkqz8wdaRYJh7HTGBg,イヌヤマのジブン研究所,1,13,0.645578
UC1HZhN0HjriRUhqH7wGyRQg,てぬキッチン/Tenu Kitchen,1,26,0.623318
UC0Bsmeeuj9HfPbjAS7xrRkA,akiko 引き寄せ,1,6,0.610111
UC0friAXjxjzZhJWgsYCbTWw,現実のコーデックス,1,11,0.583358
UC58buGQNjsmGyiH2fCrWBCw,【純ちゃん公認】ピュアソウル・チャンネル,1,6,0.558491
UC1J7Kx06xlz0Ed4Z7dT3I6g,Hitomi,1,8,0.545082
UC-5-qpAHBNIbRcBH5n7Achg,手相占い*Labo,1,21,0.53701
UC1Z82r17ow4o7cdMUEm1MQQ,Happy LGT チャンネル,1,11,0.516801
UC4khoc98iEkW-5p1h9iakgw,D-FILE,1,12,0.511114
UC2vvdIk2GX0nnySaYTqABMg,天之御中主神様 一日一回,1,7,0.484775
UC1DlDWqOwD1B0SH4Hngh-2A,Brain Lab,1,5,0.479195
UC-omR0003AKfL95jECR_cAQ,たがやす解剖学チャンネル,1,3,0.478153
UC-F1fSuUHzvUQes0ujTt3BA,the answer(ジアンサー)メンタルコーチング,1,12,0.474537
UCAZc5O2Ix4tCeIswgwaTZNg,アマーリア香織・美しさとお金で生き方を変える専門家,1,11,0.454657
UC2sPmTrh7AGSPi59pb80Zdw,金運の女神ナユタ〜宇宙の黄金法則〜,1,11,0.432825
UC3b9jTrnME3V4J5zLnVSmtg,個人で生きる道-ショウ,1,17,0.425047
UC-RNsA4086_NI9k3xgUEqnQ,田中理恵 Riefit 【ダイエット】,1,23,0.423609
UC0q2yo6_8KjJCArJHuTC-mA,むちこ【脂肪は友達】,1,5,0.422798
UC-ESQDCjT-CkOfEB_uk5C_A,龍の施し,1,12,0.415952
UC1_zDNVepGryK16CSOM42fg,山川紘矢.亜希子の「スピリチュアル学校」　「ザ・シークレット」「聖なる予言」「アルケミスト」の訳者,1,10,0.399626
UC7D46mE2DKUL-T65PPNGz1Q,【沖縄ユタ】霊能者 あゆみ,1,4,0.391893
UC-KVg-uMRL3VwYdGZmytocg,イノチテラス【ヘルスエコビレッジ】,1,5,0.382931
UC5f7RjfZfamzfmOv5jXKKSA,【向井ゆき】スピ♡チャンネル,1,10,0.381256
UC80FWuvIAtY-TRtYuDocfUw,立花孝志,1,24,0.377918
UCC-HU9fQBmjB5gvGx_V1gbw,RADIO引き寄せ,1,5,0.376264
UC-GA7ASTSKqxWPl-FJga6Vw,引き寄せ波動風水師 リュウタ,1,3,0.375559
UCEXFjZTS3pRDxEnVvG41FDQ,夢をかなえる宝地図 ～望月俊孝～,1,6,0.36462
UCC5nGP6Jgl2NDLaW0mezJZw, 双極はたらく+くらしラボ,1,3,0.362045
UC6BL1oMOfn2poGZH33rDQFg,目醒めラボ,1,10,0.360589
UC1p51viJBYQyLkDyeADMPug,Takumi,1,35,0.349362
UC0AH-xo5ttx9PCEol_M1Myg,れいわ一閃【いっせん】,1,13,0.342201
UC8nlwBiuAcuLKOFz7V-NGyg,マッドフラッド フラットアース エンドゥ一日一食 OMAD (目標)【マトリックス突破編】,1,10,0.341198
UC2jWVnS98M7FyX5mkeKfz_Q,聞くだけ超強力開運 Aya チャンネル,1,11,0.324896
UC0RJAtZGjcUfwskb_AKGw3Q,さきここVoice,1,8,0.304746
UC5Yrsm8-X8nZj4uKgvE7CBw,今こそ！三千年の底力【藤江3rdチャンネル】,1,5,0.302626
UC1CzWN54chg7rzG7BBU2H2g,オンナのソノ,1,9,0.298615
UC2H-PmX9pw7_AxSZ25RFGTw,科学的に金運が上がる音楽,1,8,0.295719
UC3JTWItzDfl41i2B6BFl9ZA,mikanbouya1987 kitchin garden,1,14,0.293845
UC9yOhniOuokH6iiw4Q14XQg,StarPeople & 岩戸開きチャンネル,1,8,0.286946
UC1PnX-pV16fUxhVbL81Ro9g,MusicallyZen ,1,6,0.286016
UC2aGNidfUAdJRRBmHqLjI-g,いなわくTV,1,24,0.282379
UC1GP1tLvu6bp9e69kn53GfA,「やりたいのにできない」を終わらせる幸せ脳インストールメソッド,1,12,0.282359
UC2kM-GuFyvSk2wpxs3OtPag,シネマぺディア -密告者-,1,10,0.280638
UC2GS74txP1QN_pa3Svh1uHA,kaiteki ART,1,10,0.279446
UC-AEuBIBhyRJWh_Mkg6k9iQ,清めと実りの巫女【しおり】,1,4,0.276032
UC2bsoNS_qXR8wliJXHc3iHg,金運巫女⛩️みやび,1,13,0.275456
UC3-Np6_d61xuza9rSEL5JSQ,勉強・睡眠・癒し・能力開発・若返り・ＤＮＡ修復・人間関係・病気治療・ソルフェジオ周波数・困ったときに心を強くする真言・開運・前向きになる・成功へと導く作業用BGM,1,20,0.273388
UC6sLb6lkcfj4i30zE6gmvzA,金運波動チャンネル,1,4,0.26831
UCCTdYItHTc6aueMRyRVbdPQ,OWS TV,1,11,0.267597
UC1HmooRgf9QaSGm2HpkzYNA,シニアお助け整体師,1,5,0.266893
UC1fCwOqLbh7EybsBLhVOu1w,都市伝説の真相ラボ,1,9,0.264486
UC1SvfAFIkNrLvz17isUO6sg,DOKUNO 読脳 ch,1,6,0.262559
UC-ga3onzHSJFAGsIebtVeBg,Lavendaire,1,4,0.262204
UC53z0ag3b8XtKNux__WcX2A,心理ハッカーねお,1,4,0.248736
UC0DXhIBVUQtKB3s3SKp9f-w,musubiチャンネル,1,4,0.247926
UC80AOuRDm7N8JKVOppuFU8g,武田邦彦　ヒバリクラブ,1,4,0.244355
UC1T3iaELXs4NdJc1dWmDMWQ,碇のりこ パワースポットチャンネル,1,4,0.242677
UC-xhr7EEqSks3enwRQB6SRA,営業ハック 笹田,1,10,0.24118
UC5kZdcR-nJhXFpGduW7_vJg,あみ(宝くじ高額当選した女),1,4,0.231851
UC-WLHEdLbQs3xRGXH5XqOcg,Dragon Channel,1,3,0.231478
UC5_0YhaN0QWOaHk8pfPMZUg,小梅小町,1,19,0.228334
UC0ICt0ZAM7Q99OoCDTSg0zA,引き寄せの達人図鑑【2chゆっくり解説】,1,6,0.226307
UC5JWR1otGbD8iJO4qN_dsfA,Nero Knowledge,1,7,0.221013
UC06CP-SLBozJOxV1menSP9g,りな【女心を教える大人の恋愛相談室】,1,3,0.220612
UC0K9cia9k4eN8cNoi1hXjlw,chichirou,1,11,0.213079
UC5BXhvHDxHFRGQqwb_oYqug,umika┃天使の隠れ家,1,5,0.209626
UC1lXpTHk-Vu5lJvzkTreAtw,アランのくつろぎ空間,1,5,0.201577
UC8_wmm5DX9mb4jrLiw8ZYzw,スカイピース,1,6,0.198503
UC1RG7m8FwFKgB3IpfN3ccew,Healing Tree Music & Sounds,1,10,0.19729
UC-YcwKIBD0kvwaICQXXlwCg,木佐貫洋平 LimbaTrip (プロカリンバ奏者),1,6,0.19325
UC-tUtC7aQXLccSLqW7edsZQ,江戸発酵暮らし,1,8,0.193147
UC3339WgBDKIcxTfywuSmG8w,ViralHog,1,3,0.192934
UC6dLNfG3yovI7QMJaW9p1Iw,伊東彩のほんのり昭和回顧,1,5,0.192647
UC32eV8m1229STWwLkUw0jwA,ネットワークビジネス応援 金城富雄,1,6,0.191164
UCGGsKQVinW2cgQL3YfufeKQ,炎の祈祷師　護摩祈祷,1,10,0.189944
UC6o-JRdRTSxt8zWwNj_RjEQ,【公式】ワタナベ薫 wjproducts,1,8,0.189708
UC-8MnjBb56PMsmMc02KAkMg,なかむらゆきチャンネル,1,4,0.188187
UC0-rgUz06yQA3n_7w5g-Znw,Power for Luck and Health,1,6,0.18779
UC2dzekIER9onv3YZq2ehCbA,宇野正美の講演会,1,9,0.187215
UC0yWlmAcgmcLR2qYSQv-Zhw,"Suyeol Jang, JSC",1,3,0.186619
UCAE-jd-plCRuYmeu8GqF-dg,政治の裏世界,1,10,0.186045
UCD4vf51DU8M2lBKitZhNxgQ,【ゆっくり引き寄せ解説】億らす,1,10,0.185906
UC8xQA4VE191QRBeVgKI7SLQ,幸せ道先案内人,1,5,0.185422
UC0UHA4weNDGnzq-OakNyXrQ,ハピちゃんとさっちゃんの不思議な旅,1,7,0.184509
UC3dZksrKZx3KJD3W4aIfeYg,きもの着方教室いち瑠,1,3,0.181282
UC635Xj-RNtvMDXpYBTOS7QA,kou tarot,1,3,0.180803
UC67PofYeV9JwCdOonsUGLSQ,Ken Honda,1,3,0.180253
UC0fwIt3KwTqN1SKv5oS6OJg,営業の神様 ユダヤ流チャンネル,1,6,0.178683
UC6221cixGtzOBFJyLoSEuQQ,太朗のおもてなし。,1,10,0.176995
UC1l_qPyQf9Fk3u59PoFe3sg,Komusubi Channel,1,9,0.175222
UC5QlcVQRgygvOaBN0O5__Og,spryfuel,1,5,0.173028
UCA86tPNYQSsPQEGZAhKJvkQ,植物と風と水のある暮らし,1,7,0.171693
UCduDJ6s3mMchYMy2HvqalxQ,アバタロー,1,15,0.169974
UC0bRz2qCgQj7fGPHkKZ95vw,ナンタラちゃんねる（くりぃむナンタラ公式チャンネル）,1,6,0.168952
UC2rCxhnJUQE825QXz0c6NNQ,現代政治ラボ,1,3,0.165458
UC2woeYGypaXh5knNDqFWCiw,Wabi Lofi ー 暮らしの裏ワザ,1,4,0.16445
UC3gQ-maw51Ovz-Gx7aQ7Igg,Facial Design Channel,1,4,0.163298
UC2JiZ02H9Ic-yjYaP9VXVFg,Annchannel,1,4,0.162027
UC32npfnFmloPy1dm-k7wxhw,今・ここ・すべて,1,9,0.161121
UC45_Y6vRsc6-p9_YB4s7kMA,じゅんさん☽美容系インスタで叶える在宅ワーク,1,3,0.160542
UC0YlhwQabxkHb2nfRTzsTTA,Galantis,1,3,0.159756
UC9fcd5KCJfOeRsdRJZdSaGQ,人生これから - ブッダの教え,1,6,0.159359
UCAIjtkHOp04k-xEKE-K87Tg,DeepEarth Mystery ,1,8,0.158195
UC4OsXFBS4lsUjlZ0-5PK_2Q,アラフォーからのゆるリンパケアチャンネル,1,5,0.157037
UC-ISzLVaCrh3sA9QAkmCAgA,蜷川べに_Beni Ninagawa,1,5,0.156016
UC2Nu7atuhXpGz3vmIHJsN1w,ひざ痛お助けTV,1,5,0.154178
UC1GMZewXvtZxV-Dyf7o0gPA,光の道,1,4,0.152183
UC17CyLKg9q0X1yu2rYX61Ww,2択の未来,1,4,0.151967
UC2J1xkzCRvy0k2wepu_wqew,けいたんの歌うま増やします。,1,5,0.149811
UC33M0W_11wa_eIUZd1d0SAQ,ローズ英語塾｜Rose Eigo,1,9,0.149625
UC0InKCF8eQsKjs8O908yNDw,Silky Nights,1,5,0.14895
UC54q_sWdwf16WAPqIAcnUZQ,笑える2ch面白いンゴ【2ch・5ch面白スレ】,1,5,0.14869
UC6SUCSk-xgTLNv2tVnYSIcQ,タフティ【TUFTI】巫女のイシス神殿,1,4,0.148529
UC-GAhNmY6bkuuRPUSaRI_oQ,Flashback FM,1,10,0.144276
UC1KsyVFMu6Aq5x235IoalZQ,Karolina Protsenko - Violin Music,1,5,0.141269
UC2_7mauXCDCgyI_lDzMrbaQ,Nakamura Daisuke【大阪梅田の整体院】,1,3,0.141267
UC8g17oXkRt8buwQL8GU-NSw,ラムダ技術部,1,9,0.140737
UC1VQpKjn669uCTaP7zbnfFQ,上勝町ゼロ・ウェイストチャンネル,1,4,0.139159
UC2pzkaY9mpwulNgNyIw4VvA,闇を教えてあげる!,1,4,0.138159
UC3y2J3W87lyCSNSaV-kD3IA,大人の意見が聞きたい,1,5,0.136293
UCEBZSg72CyeB4T_8rqfYUsA,ピロの火遊び,1,8,0.135392
UC28VlSMKRAERsXYXCAMsyIg,藤澤一樹,1,7,0.133166
UC1xW9sWqMKwkt6BLYF8xx6Q,ドレミ付！1本指ピアノbyりょん,1,6,0.132401
UC9_jyB4wC3UXiZG7Zn9WKSA,すなおの着物チャンネル/Kimono-Sunao,1,6,0.132361
UC4vSTHWK-oJXdRNM9o8HAeA,経営と人生のミカタチャンネル【税理士・社労士・弁護士】,1,3,0.130961
UC3vgmbNt7QW0oaLSod4eBAw,RACHELchannel レイチェルチャンネル,1,5,0.130638
UCDeSu8g3j-IxUG8iuxpZJug,【夜の心理学】心と脳の教養チャンネル,1,6,0.130024
UC37r6PdAvgkgsV08OGYPARA,札幌 桑園 美容室hair salon casita,1,5,0.129301
UC3w1YwbdVpEy-uzv12xQiMA,保守猫,1,5,0.128977
UC1jcMLLLW72VwA1bUK1vT-w,群れずに1000万円。マジメな個人戦略。,1,7,0.128275
UC4jbh3S-f3vBja8a8EAXnWw,ユニバーサル弥榮,1,7,0.126914
UC0XwmKYoAkybFU8lw4veZrw,OHIOBOSS SATOYU,1,3,0.126894
UC1WmtOqbs2IiYNQTPI9Nxeg,森の瞑想家まっすー /三脳バランス研究所_瞑想研究室長,1,4,0.126594
UC2KDRmBXQsShj8GgTfLnyPg,Cherry | 40代からの「10歳若返り」おうち美容,1,8,0.126487
UC3QGwTAl02IeQftn5C2bKkg,YouTube クリエイター,1,12,0.126256
UC1wAXMiEvM4h__1aYqhQsdw,きあチャンネル,1,4,0.125581
UC0tFvjxtskreGS7ZfneQlaQ,ADVENTURE KING,1,6,0.125379
UC2dnosEt5WLRNqh20_7j5qw,Ankh Priest,1,5,0.124627
UC3AQFO6FBjONUBleVcPtfcQ,Kaoru GreenEmerald,1,6,0.12446
UC0DHkN8GvXGXRf3SA2PKKcg,BYB Academy,1,4,0.122948
UC14cfkhEN-LQUL9xrRlXUTg,AngelTokyo,1,5,0.122925
UC3FqX2adoxzuOwrbRt_c_Gw,これエエやん,1,7,0.122468
UC-J6dgFIF8OFf70frRkS8HQ,light-workers,1,10,0.122453
UC39hdM0-FRnKQpHSm1lripw,Yuzo Suzuki KARATE & fitness,1,4,0.122336
UC--VXRpoDtokerOb5TDwE5g,Fly-N フライン,1,7,0.122124
UC2Efbgaug42OXz7nBzj1vLg,毎日わんちゃん日記🐶,1,3,0.121889
UC3bBCyGyGfI9elWm6cEAcGA,クロネコの部屋,1,8,0.121158
UC5RSMeHeKiUSm5A87pDFdtQ,Yu Ishikawa(Family counselor),1,8,0.120642
UC-kF1uMFhIfvw6seHqDGwkg,アシタノワダイ,2,119,7.203424
UC-5eTKa5UQsHZAgDPqpSBBw,なるためJAPAN,2,30,6.470842
UC-6DVb3QQK2_2oso0RqgNWA,Nakano Hiroshi BooKtube Univ.,2,47,6.23208
UC-noa6HH6h4YnjhAAJwUNkg,占い師けんけんTV,2,83,4.532442
UC0LUZomFWMyUA9JywQb-GvA,カピバラチャンネル capybarachannel,2,31,4.496224
UC-km1012mEUQQLGxggmrazw,Haiji's Japanese food collection,2,39,4.102463
UC-eQC7XwFpCy-2fFtw-NtIg,Eden Media,2,43,4.016617
UC-3QY3npvAhdBncds9bim5A,Hiro's room【4chan】,2,40,3.912824
UC-8udhbheRG8eg3s-6AFmXA,Tomo,2,13,3.745728
UC-6aa7WG4qz8PrsNBHGU1Iw,トラブルバスターズ,2,33,3.744511
UC-HuiLFNaJ9yELFLHAPEnOQ,ゆっくりダークな世界,2,17,3.476177
UC-_JkCD8cRwUV5Z4MLAF7wg,スピリチュアルの慈眼【ゆっくり解説】,2,29,3.430645
UC-IdN5EFZvzzZGqgul8eXKQ,戸田覚：ガジェット【辛口】点数評価,2,46,3.314641
UC-xs_TO6k_0TZ91OsBv0d-g,養老孟司の部屋,2,45,3.280883
UC-9t7dZ3xvpjMGtFukKIhPw,ベーシックインカムちゃんねる,2,47,3.084864
UC-AEBG91PCbcrMj8AMAUDmA,興味深い真実,2,25,2.943452
UC0D596LYDZO95xGiNAGYs2g,ワールドフォーラム（真実が未来を拓く）,2,35,2.832374
UC-1E5_HQLNwmbih1cTM4CJQ,越前屋弘之午前の部,2,13,2.822266
UC-H2m0nZt6k0SJ5o04gS0nA,ガグル〈話題の事 語る奴〉,2,44,2.818082
UC-dL5Mh7IZKUNl9iYGFqfrw,神結ちゃんねる 〜かみすちゃんねる〜,2,43,2.758104
UC-PwctTg1kRVzPcBQlodYcg,もりちゃんねる。,2,28,2.644912
UC-J7_24mTSMqC3f3vwIEUdg,石原結實 × 石原新菜 / 東洋医学 断食の専門医,2,33,2.379923
UC-xxfDccYd4Kdp2XuiJs6Jw,佐々木農園,2,8,2.221171
UC0gpekdxUu5gN5SPGd9Nrdg,"参政党の部屋【さんせいとう,sanseitou】切り抜き",2,33,2.210908
UC17qqZ8hk0HkHLm3zj5bnyQ,内海聡【公式】 YouTubeチャンネル,2,37,2.203114
UC-g-w1lS2yYmOLKV6UPrR_A,GOMA  - Japanese Horror Stories -,2,27,2.048482
UC-CA4ND0DqLWio_i_RMOngg,獣神サンダー・ライガーチャンネル-Jushin thunder Liger CHANNEL-,2,16,2.012822
UC0AanNmw5A6nchQca8IbKMg,大切なお知らせ,2,27,1.987135
UC0hUsLLUfRY5-Q05alte43g,Lizzy channel,2,10,1.954467
UC-b2dAUTIM3lJdsbQHy22-A,アスパラ屋仁左衛門,2,8,1.942104
UC-kwiDn_sPRckNtYLs-B8Tw,Momoka Japan,2,46,1.931408
UC-IgiloHdns1NIRZ4KcQXQw,キンブラ【禁断の歴史ブラックファイル】,2,14,1.862958
UC00lzukQcBYz0gMCvlmM5_g,Live with Nature自然と共にある暮らし,2,14,1.794157
UC-VuNhvBm3bnOpzsYk-o4mA,The Message,2,7,1.768419
UC-ggcrnvqCQls7Us_7vnrCg,闇のクマさん緊急避難&実写版ch,2,10,1.730837
UC-GUnpgY8Er056ZUI_CdDOA,Kyoji Horiguchi,2,23,1.484648
UC-8Z9RmKDF6qEYeMekdC9DA,市民がつくる政治の会動画部,2,12,1.436918
UC-XcLyfIh3bfc6GikZAcWjw,政経プラスチャンネル,2,11,1.350022
UC-1nyHi2btOf7d40VJrPl_A,涙ぽろぽろ感動の秘話,2,12,1.293845
UC0hh25w8RfCziRWRMvUJ5lw,みやわきチャンネル,2,17,1.284092
UC-WdpyFOCjNhF9Qp0A_K9sg,脳と心と体の専門家：田仲真治のブレイン・アップデートTV,2,25,1.258467
UC-1ESuGluoxdNy96lkpfDSw,コミックDAYSチャンネル,2,20,1.234126
UC-yqf8zufdTNd-3OwuSnoUg,猫ですけどなにか？,2,17,1.18371
UC-rTBOFUf2IBumga8RzLdWA,北村晴男の溶ける政治,2,23,1.171932
UC-HtWWWFevZy2WSLWDQksgQ,TaimanTV,2,10,1.164684
UC-pQL-6zNVmjbm0qpaas8EA,TTMつよし【海外ニュース】黒メガネ,2,18,1.143491
UC-OV5Egso9fMqc1YuAxGkHw,港区議会議員・新藤加菜チャンネル,2,16,1.128861
UC-fF5jc4VLBIxZMiGpHSQAg,養老孟司の脳内,2,13,1.124442
UC0U3SshJ2N0T8Lewn8Kwx1g,秘境やけん,2,9,1.116476
UC0bSCu9Ok99CHKOHpUyhCoA,JJチャンネル,2,16,1.068095
UC-jwpAXw3_HjHqb2zo_k34g,歴史ノ書,2,15,1.061597
UC-5ztjRXOCpOsJi0xMES52A,ガジェ丸 / iPhoneお得情報,2,9,1.05893
UC-zbEki0l8lx5HGfb31YmOg,さっchannel,2,32,1.031761
UC-SEmxk-bEGxHFMm78NCLNw,WWUK Sub,2,12,1.025836
UCEgdi0XIXXZ-qJOFPf4JSKw,Sports,2,7,1.024362
UCOpNcN46UbXVtpKMrmU4Abg,Gaming,2,5,1.017118
UC-APJUQWxnTJ3JR1EDUi1wQ,TEICHIKU RECORDS,2,11,1.015791
UC-c-_R1XjcAMsu0JJ9RpnUg,Ussiy_Films,2,16,1.009577
UC0U408SFijimaTqkgvNYmMw,TheWolf,2,10,0.989912
UC-gZc7yRmyb9DInZX2DxhdA,日本帝国速報【2ch・5chの政治経済時事まとめ】,2,11,0.966629
UC02JeoV59i0yhDj009s73GQ,ほんこんちゃんねる,2,18,0.956119
UC0dXZdPnEK8XOa-uiQyXeTw,ユジックの手品教室,2,17,0.935682
UC-9-kyTW8ZkZNDHQJ6FgpwQ,Music,2,32,0.891218
UC-ZjhJ0IBqWKbk3ENOE32Dw,よーたろの超教養UP,2,17,0.867908
UC-BoD8Gx4gsPdmUv4NlA8Jw,CHEF'S LABO | Cook at home like a PRO,2,6,0.863765
UC-8-cxyElvXiW9SPBAkZgag,Secret Stays: Japan Hotels,2,14,0.859136
UC0_J_HiKEc4SG8E8_feekLA,東京グルメ,2,20,0.832792
UC-h_pyU0NBIu12JN5u18sOQ,Hirochan-farm,2,11,0.818235
UC01Ng5lwle6eRSl3rUrbBXg,鮨・寿司専門 【Japanese sushi】,2,17,0.808967
UC-gVzqx-OqiA7YMx4yRkY8g,モバイルドットコムTV,2,14,0.786694
UC-QZSLpCPi_RlACN2Xg59lg,ヒストリースタジオ【旧数分で分かる歴史】,2,27,0.78384
UC-U71b403ypwVxAvYeBaR4Q,とら吉博士,2,11,0.778926
UC-QCpqbnzfuxcuCqrti04UQ,ゆっくりモーターラボ【車系・ゆっくり解説】,2,6,0.778073
UC--qWyVfci2crfG-UyEIMgg,World Oyama Karate--Official Online Training ,2,4,0.772781
UC-e9-vYGGXTeKynjhteqZWw,Older mechanics in Japan,2,11,0.759243
UC-1OXumarDKafDyEErGjPzg,未来美人塾【ガルちゃんまとめ】,2,4,0.743854
