channel_id_a,channel_id_b,shared_viewers,fractional_overlap,weighted_cosine
UC--95y8dvxVRoNLUXcfoLsQ,UC-IdN5EFZvzzZGqgul8eXKQ,3,0.09844157,0.19557888805866241
UC--VXRpoDtokerOb5TDwE5g,UC-a9wiNTKiLIRLTyIRdNbMg,3,0.11104594,0.12212377786636353
UC--gkGfH8u33yIDDLrFNl6A,UC-3QY3npvAhdBncds9bim5A,3,0.12019705,0.19670167565345764
UC--qWyVfci2crfG-UyEIMgg,UC-AEBG91PCbcrMj8AMAUDmA,3,0.14114943,0.33229905366897583
UC--qWyVfci2crfG-UyEIMgg,UC-CA4ND0DqLWio_i_RMOngg,3,0.14114943,0.44048237800598145
UC-0-GJ_ThO567EMoINxORow,UC-U71b403ypwVxAvYeBaR4Q,3,0.15140584,0.4371297359466553
UC-0-GJ_ThO567EMoINxORow,UC-kF1uMFhIfvw6seHqDGwkg,3,0.15140584,0.14893247187137604
UC-082v9qNgRuPfsS-gV2foA,UC-pkVT7PmmhoBUYfqz7JN9Q,3,0.09204854,0.17757548391819
UC-1E5_HQLNwmbih1cTM4CJQ,UC-1ESuGluoxdNy96lkpfDSw,3,0.15858975,0.2179362177848816
UC-1E5_HQLNwmbih1cTM4CJQ,UC-3QY3npvAhdBncds9bim5A,5,0.20186372,0.2391965240240097
UC-1E5_HQLNwmbih1cTM4CJQ,UC-5eTKa5UQsHZAgDPqpSBBw,5,0.24430403,0.305796355009079
UC-1E5_HQLNwmbih1cTM4CJQ,UC-6DVb3QQK2_2oso0RqgNWA,7,0.24539867,0.26337921619415283
UC-1E5_HQLNwmbih1cTM4CJQ,UC-8udhbheRG8eg3s-6AFmXA,3,0.1257143,0.2609056830406189
UC-1E5_HQLNwmbih1cTM4CJQ,UC-9t7dZ3xvpjMGtFukKIhPw,4,0.20562677,0.2095596343278885
UC-1E5_HQLNwmbih1cTM4CJQ,UC-AEBG91PCbcrMj8AMAUDmA,3,0.1257143,0.17120330035686493
UC-1E5_HQLNwmbih1cTM4CJQ,UC-BoD8Gx4gsPdmUv4NlA8Jw,3,0.16692309,0.41666486859321594
UC-1E5_HQLNwmbih1cTM4CJQ,UC-H2m0nZt6k0SJ5o04gS0nA,5,0.17627473,0.19253592193126678
UC-1E5_HQLNwmbih1cTM4CJQ,UC-IgiloHdns1NIRZ4KcQXQw,3,0.09536341,0.19398999214172363
UC-1E5_HQLNwmbih1cTM4CJQ,UC-XcLyfIh3bfc6GikZAcWjw,3,0.085285895,0.19884583353996277
UC-1E5_HQLNwmbih1cTM4CJQ,UC-bQwtI1nN6t2R7Eb5aa3cA,3,0.10353038,0.15676207840442657
UC-1E5_HQLNwmbih1cTM4CJQ,UC-xs_TO6k_0TZ91OsBv0d-g,5,0.1543335,0.1522521674633026
UC-1ESuGluoxdNy96lkpfDSw,UC-1nyHi2btOf7d40VJrPl_A,3,0.10904762,0.1595175862312317
UC-1ESuGluoxdNy96lkpfDSw,UC-3QY3npvAhdBncds9bim5A,4,0.17079324,0.1391846239566803
UC-1ESuGluoxdNy96lkpfDSw,UC-5eTKa5UQsHZAgDPqpSBBw,6,0.29016462,0.24978716671466827
UC-1ESuGluoxdNy96lkpfDSw,UC-APJUQWxnTJ3JR1EDUi1wQ,3,0.17574662,0.20114287734031677
UC-1ESuGluoxdNy96lkpfDSw,UC-CA4ND0DqLWio_i_RMOngg,3,0.11142858,0.13833989202976227
UC-1ESuGluoxdNy96lkpfDSw,UC-H2m0nZt6k0SJ5o04gS0nA,4,0.17068726,0.12821733951568604
UC-1OXumarDKafDyEErGjPzg,UC-HuiLFNaJ9yELFLHAPEnOQ,3,0.13667583,0.4111993908882141
UC-1OXumarDKafDyEErGjPzg,UC-_JkCD8cRwUV5Z4MLAF7wg,3,0.13667583,0.33265450596809387
UC-1RMDK_jTIYocxoxfOJNfg,UC-2AcmcgfQAAOuJt72vON2w,3,0.10363637,0.14332716166973114
UC-1RMDK_jTIYocxoxfOJNfg,UC-J7_24mTSMqC3f3vwIEUdg,5,0.18009543,0.18594713509082794
UC-1RMDK_jTIYocxoxfOJNfg,UC-N7pA0rR1PrUBOfs2OA0oA,11,0.38625962,0.12766562402248383
UC-1RMDK_jTIYocxoxfOJNfg,UC-_2hN8eYuXfWnislPAk60Q,6,0.17383075,0.1472349315881729
UC-1RMDK_jTIYocxoxfOJNfg,UC-_JkCD8cRwUV5Z4MLAF7wg,3,0.115,0.13083109259605408
UC-1RMDK_jTIYocxoxfOJNfg,UC-g4Pydd3d7pqvzhC8pIZZg,3,0.107307695,0.18571507930755615
UC-1RMDK_jTIYocxoxfOJNfg,UC-ivsDwgEwvzjJTRK_jGRqg,4,0.12355769,0.15826183557510376
UC-1RMDK_jTIYocxoxfOJNfg,UC-mpreu42R7mLtyOlPKelxQ,4,0.15190476,0.16493333876132965
UC-1RMDK_jTIYocxoxfOJNfg,UC-qgCHahOqPsyi_HNnFfqPg,5,0.1561844,0.12843835353851318
UC-1RMDK_jTIYocxoxfOJNfg,UC01iOPW5JvjdpoCfaY8SbTw,6,0.17591408,0.19855205714702606
UC-1RMDK_jTIYocxoxfOJNfg,UC0eDNB1PZKimS476G5qYOEw,3,0.08372184,0.1798650324344635
UC-1RMDK_jTIYocxoxfOJNfg,UC1DlDWqOwD1B0SH4Hngh-2A,3,0.091249496,0.261366069316864
UC-1RMDK_jTIYocxoxfOJNfg,UC1S31PbQRHVqGbe2mSwyQ6g,4,0.13372183,0.15640094876289368
UC-1RMDK_jTIYocxoxfOJNfg,UC1gHtxTKm_6ZE2_n__vRlwA,3,0.108874455,0.14968405663967133
UC-1nyHi2btOf7d40VJrPl_A,UC-5eTKa5UQsHZAgDPqpSBBw,4,0.17801608,0.23719143867492676
UC-1nyHi2btOf7d40VJrPl_A,UC-6DVb3QQK2_2oso0RqgNWA,4,0.15044254,0.17187711596488953
UC-1nyHi2btOf7d40VJrPl_A,UC-8udhbheRG8eg3s-6AFmXA,3,0.11919255,0.26332131028175354
UC-1nyHi2btOf7d40VJrPl_A,UC-AEBG91PCbcrMj8AMAUDmA,4,0.14476192,0.20985525846481323
UC-1nyHi2btOf7d40VJrPl_A,UC-APJUQWxnTJ3JR1EDUi1wQ,3,0.1423018,0.2520821690559387
UC-1uvY3U4sMSGi52IcT_fWQ,UC26AciTXULvcABdrWbaeL8Q,4,0.20988593,0.6813787817955017
UC-23boc2hLm6irCZP7GpSbw,UC-31Es0zqiSFHE7OTiA01Jw,5,0.17593981,0.170538067817688
UC-23boc2hLm6irCZP7GpSbw,UC-G9DEQDpVtYC4zjlbRf_TA,3,0.100500084,0.19323904812335968
UC-23boc2hLm6irCZP7GpSbw,UC-HtWWWFevZy2WSLWDQksgQ,4,0.14508036,0.16002245247364044
UC-23boc2hLm6irCZP7GpSbw,UC-IdN5EFZvzzZGqgul8eXKQ,8,0.24704082,0.12216145545244217
UC-23boc2hLm6irCZP7GpSbw,UC-VygzWMWKztwNQ4BQh2SjQ,4,0.14123133,0.1520771086215973
UC-23boc2hLm6irCZP7GpSbw,UC-Z1TD10QN9CBtcyVYBkjSA,4,0.12984008,0.15947552025318146
UC-23boc2hLm6irCZP7GpSbw,UC-c-_R1XjcAMsu0JJ9RpnUg,5,0.1535656,0.1424243450164795
UC-23boc2hLm6irCZP7GpSbw,UC-pkVT7PmmhoBUYfqz7JN9Q,10,0.33930537,0.16664132475852966
UC-23boc2hLm6irCZP7GpSbw,UC-qgCHahOqPsyi_HNnFfqPg,9,0.28063038,0.1399482637643814
UC-23boc2hLm6irCZP7GpSbw,UC04upX3blwqu1rJK-rLFYHQ,3,0.12554112,0.1449899673461914
UC-23boc2hLm6irCZP7GpSbw,UC0J7Yk_O3g1-x-xD7xxAE8Q,4,0.13109109,0.136332705616951
UC-23boc2hLm6irCZP7GpSbw,UC0PotgTwYxbOZuM9FbWKdcg,26,0.88273585,0.1352284997701645
UC-23boc2hLm6irCZP7GpSbw,UC0k238zFx-Z8xFH0sxCrPJg,3,0.13042188,0.15318751335144043
UC-23boc2hLm6irCZP7GpSbw,UC1DijbzOiB3MTLNbCgqasHw,3,0.12400979,0.1873215138912201
UC-23boc2hLm6irCZP7GpSbw,UC1JMhM9TJT7yMLx8ZtbDO8g,4,0.17170498,0.15393172204494476
UC-23boc2hLm6irCZP7GpSbw,UC1PCOKQ8W7_ip1L7v4tPXZA,3,0.11186371,0.20566925406455994
UC-23boc2hLm6irCZP7GpSbw,UC40MXYe9jrs-hNPF1HyA7CA,3,0.147578,0.14414651691913605
UC-2AcmcgfQAAOuJt72vON2w,UC-qgCHahOqPsyi_HNnFfqPg,8,0.2843114,0.2422707974910736
UC-2AcmcgfQAAOuJt72vON2w,UC0BSwbn-6xUz_ZiRzwVj27w,3,0.09488722,0.12499029189348221
UC-2AcmcgfQAAOuJt72vON2w,UC0T9mx1-Nqd01vPFmpk7amA,6,0.17834505,0.1272205114364624
UC-2AcmcgfQAAOuJt72vON2w,UC0Wv49l3qlIdFX69FKD3y1g,3,0.09131653,0.1233152449131012
UC-2AcmcgfQAAOuJt72vON2w,UC1B51m7HSWGpm_qDDgoIeqA,3,0.08786882,0.14196543395519257
UC-2AcmcgfQAAOuJt72vON2w,UC2tT2TQ8TDjX6ZVd12N_n5w,3,0.10458333,0.15262992680072784
UC-2Y8dQb0S6DtpxNgAKoJKA,UC-eQC7XwFpCy-2fFtw-NtIg,3,0.1008295,0.1319568008184433
UC-2Y8dQb0S6DtpxNgAKoJKA,UC-kF1uMFhIfvw6seHqDGwkg,6,0.20451616,0.16228936612606049
UC-2Y8dQb0S6DtpxNgAKoJKA,UC-lHJZR3Gqxm24_Vd_AJ5Yw,5,0.17159341,0.328733891248703
UC-2Y8dQb0S6DtpxNgAKoJKA,UC0NEFJxGzqMUVzh7b0sc1Uw,3,0.10963902,0.14189133048057556
UC-2hOA2I3ZNlNypmhAc47Ng,UC-bmHfXtwFnKyJ2uwRvuQiw,3,0.117165245,0.17581620812416077
UC-2hOA2I3ZNlNypmhAc47Ng,UC-km1012mEUQQLGxggmrazw,4,0.13227263,0.12076953053474426
UC-2hOA2I3ZNlNypmhAc47Ng,UC-suR0N5rb8eR4m3M5Z0elg,3,0.1026455,0.19794951379299164
UC-2hOA2I3ZNlNypmhAc47Ng,UC2tT2TQ8TDjX6ZVd12N_n5w,3,0.105324075,0.14163215458393097
UC-2hOA2I3ZNlNypmhAc47Ng,UC43FscF1gzzgS1H60vbiQPQ,3,0.10727513,0.15925604104995728
UC-2hOA2I3ZNlNypmhAc47Ng,UC5QPjyH-ASgmOLEbuBhMgEg,4,0.15357003,0.20299510657787323
UC-2hOA2I3ZNlNypmhAc47Ng,UC8s_nliTjuqtO1gK4uzo_Rg,3,0.09978214,0.1271587759256363
UC-2itvFKzZI10GpvMy9bUgg,UC-Qy4K-hv1Fpd8pouh0bC5A,7,0.21437767,0.2115037739276886
UC-2itvFKzZI10GpvMy9bUgg,UC-a9wiNTKiLIRLTyIRdNbMg,5,0.1579525,0.13240329921245575
UC-2itvFKzZI10GpvMy9bUgg,UC-dL5Mh7IZKUNl9iYGFqfrw,4,0.14537036,0.17838290333747864
UC-2itvFKzZI10GpvMy9bUgg,UC-fWGfiX-T1YdqaUZvMJBHg,6,0.18842593,0.1512545347213745
UC-2itvFKzZI10GpvMy9bUgg,UC0AagSlBxG7IQPGRwwoGDWg,3,0.1005451,0.14598236978054047
UC-2itvFKzZI10GpvMy9bUgg,UC0GSA71KjRnFvj2GCUYLIIg,3,0.10806159,0.21509018540382385
UC-2itvFKzZI10GpvMy9bUgg,UC0LtdRW5VqSXnlq5FIcfzQg,4,0.11288562,0.1360684037208557
UC-2itvFKzZI10GpvMy9bUgg,UC0RJAtZGjcUfwskb_AKGw3Q,3,0.112773366,0.30474576354026794
UC-2itvFKzZI10GpvMy9bUgg,UC0SG0ourp3Qrt_7bqgxdCeg,3,0.08888889,0.2261534482240677
UC-2itvFKzZI10GpvMy9bUgg,UC2NQajHz-1eJrobTub1ZnSA,8,0.25466967,0.19863025844097137
UC-2roq7xkyzwFvuYFPeresg,UC-kF1uMFhIfvw6seHqDGwkg,4,0.16278964,0.12220485508441925
UC-2uqKWcAteAt_OTYRow3-g,UC-6DVb3QQK2_2oso0RqgNWA,4,0.13510388,0.20148222148418427
UC-2uqKWcAteAt_OTYRow3-g,UC-IdN5EFZvzzZGqgul8eXKQ,3,0.101770535,0.14109228551387787
UC-31Es0zqiSFHE7OTiA01Jw,UC-oB1viuwdIH8dkss87KSYw,3,0.12034135,0.12949863076210022
UC-31Es0zqiSFHE7OTiA01Jw,UC-pkVT7PmmhoBUYfqz7JN9Q,5,0.1638625,0.15893174707889557
UC-31Es0zqiSFHE7OTiA01Jw,UC01kcYpT2NKrrJWkC-h90YQ,5,0.15979479,0.314214825630188
UC-31Es0zqiSFHE7OTiA01Jw,UC0FkyfBoJXIIuQeZ9iurwNQ,6,0.18771307,0.1549733579158783
UC-31Es0zqiSFHE7OTiA01Jw,UC0ksmumBTu2gltpZpwksbcA,4,0.13717195,0.14633943140506744
UC-31Es0zqiSFHE7OTiA01Jw,UC0nFKe_NyHM5UUQ5J40ktHA,3,0.10181159,0.18198427557945251
UC-3LVluQysOhLXVUQUBUhVA,UC-3QY3npvAhdBncds9bim5A,3,0.10696429,0.19866515696048737
UC-3LVluQysOhLXVUQUBUhVA,UC-8udhbheRG8eg3s-6AFmXA,3,0.114175834,0.3714148700237274
UC-3LVluQysOhLXVUQUBUhVA,UC04oPzeoQiTne13IunjNT2g,3,0.089527026,0.15898437798023224
UC-3QY3npvAhdBncds9bim5A,UC-5eTKa5UQsHZAgDPqpSBBw,8,0.34507352,0.2561412751674652
UC-3QY3npvAhdBncds9bim5A,UC-6DVb3QQK2_2oso0RqgNWA,6,0.21252549,0.13526536524295807
UC-3QY3npvAhdBncds9bim5A,UC-6aa7WG4qz8PrsNBHGU1Iw,5,0.19974509,0.14894148707389832
UC-3QY3npvAhdBncds9bim5A,UC-8-cxyElvXiW9SPBAkZgag,3,0.121249996,0.1256360411643982
UC-3QY3npvAhdBncds9bim5A,UC-8udhbheRG8eg3s-6AFmXA,3,0.1257143,0.1547211855649948
UC-3QY3npvAhdBncds9bim5A,UC-Af3-DGT0jxDn8siJf3rNA,3,0.12514493,0.230526402592659
UC-3QY3npvAhdBncds9bim5A,UC-BoD8Gx4gsPdmUv4NlA8Jw,3,0.12571429,0.18608930706977844
UC-3QY3npvAhdBncds9bim5A,UC-GUnpgY8Er056ZUI_CdDOA,4,0.14162563,0.1303454488515854
UC-3QY3npvAhdBncds9bim5A,UC-H2m0nZt6k0SJ5o04gS0nA,6,0.2434145,0.1576647013425827
UC-3QY3npvAhdBncds9bim5A,UC-HuiLFNaJ9yELFLHAPEnOQ,3,0.12571429,0.12827880680561066
UC-3QY3npvAhdBncds9bim5A,UC-bMuuURNr7l322zHQr_hlA,3,0.09745553,0.22276081144809723
UC-3QY3npvAhdBncds9bim5A,UC-hy4O_rQitXGoB4JzYHZ2Q,3,0.10987958,0.1367521435022354
UC-3QY3npvAhdBncds9bim5A,UC-kF1uMFhIfvw6seHqDGwkg,13,0.43331754,0.1737787425518036
UC-3QY3npvAhdBncds9bim5A,UC-km1012mEUQQLGxggmrazw,5,0.18705627,0.1297929584980011
UC-3QY3npvAhdBncds9bim5A,UC-rTBOFUf2IBumga8RzLdWA,5,0.18598431,0.17358481884002686
UC-3QY3npvAhdBncds9bim5A,UC059SA_tX-AptG0JdMgDG3g,11,0.35748518,0.18644288182258606
UC-3QY3npvAhdBncds9bim5A,UC0K6AgNQ19dBjzOZkY-ySyQ,3,0.09718955,0.14495855569839478
UC-3QY3npvAhdBncds9bim5A,UC0bSCu9Ok99CHKOHpUyhCoA,3,0.11289003,0.12202385812997818
UC-3QY3npvAhdBncds9bim5A,UC2gq6CEYA3uXaM413nljZ-w,3,0.106964335,0.17198902368545532
UC-3QY3npvAhdBncds9bim5A,UC2y2UgUdCrPYSaP3YnMPo5g,3,0.094197564,0.12220729142427444
UC-3QY3npvAhdBncds9bim5A,UC7kwqr4yZo7h4Xj45eXz5pg,3,0.123638354,0.20982526242733002
UC-3TbnHMwGVKvENnYgVhVmA,UC-5eTKa5UQsHZAgDPqpSBBw,4,0.14503129,0.15994800627231598
UC-3TbnHMwGVKvENnYgVhVmA,UC0w34ML2u_eWfWv6ZflIXxA,3,0.12465608,0.12501932680606842
UC-3TbnHMwGVKvENnYgVhVmA,UC1nVq5-LTEdUVmr5FLfkd7A,5,0.17030303,0.1597314327955246
UC-3rCJiaYyIk6Lbm71AnA1g,UC-5eTKa5UQsHZAgDPqpSBBw,3,0.12912656,0.31819573044776917
UC-4HMv1j00QTebcFg4mV2DQ,UC0uR95iuiMg9dM0AkSss3JA,3,0.11121287,0.5169451832771301
UC-4MViUviF32myAAN3G0alQ,UC-5eTKa5UQsHZAgDPqpSBBw,3,0.120303035,0.16601324081420898
UC-4MViUviF32myAAN3G0alQ,UC-6aa7WG4qz8PrsNBHGU1Iw,3,0.120303035,0.1667686253786087
UC-4MViUviF32myAAN3G0alQ,UC-g-w1lS2yYmOLKV6UPrR_A,3,0.09827539,0.1596834659576416
UC-4MViUviF32myAAN3G0alQ,UC0AanNmw5A6nchQca8IbKMg,3,0.09726732,0.15227152407169342
UC-4NAdFIP6h9BmtGUFL94Pg,UC-8Q-hLdECwQmaWNwXitYDw,4,0.14189094,0.30428004264831543
UC-4NAdFIP6h9BmtGUFL94Pg,UC-9t7dZ3xvpjMGtFukKIhPw,3,0.12749615,0.12759561836719513
UC-4NAdFIP6h9BmtGUFL94Pg,UC14Yc2Qv92DMuyNRlHvpo2Q,3,0.115736336,0.14442071318626404
UC-4Xq4EqUPeM27ck5bnTvFg,UC059SA_tX-AptG0JdMgDG3g,3,0.0894681,0.18609745800495148
UC-4asDECfBooFz1rQ-MxQ3g,UC-lFhQuhHaxAnRRSK1tds9g,3,0.09499939,0.16751985251903534
UC-4ct-6r2qHA5h2jZ_h5w1A,UC-8Z9RmKDF6qEYeMekdC9DA,3,0.11692308,0.3137589693069458
UC-5-qpAHBNIbRcBH5n7Achg,UC-N7pA0rR1PrUBOfs2OA0oA,11,0.3763182,0.12381576746702194
UC-5-qpAHBNIbRcBH5n7Achg,UC-zbEki0l8lx5HGfb31YmOg,3,0.11894737,0.12841221690177917
UC-5-qpAHBNIbRcBH5n7Achg,UC0K-L3dioNK9vi11wR_nCBQ,3,0.11458333,0.1339227706193924
UC-5-qpAHBNIbRcBH5n7Achg,UC0SKIdgDQXqV4iSqOmDLSFQ,3,0.103838615,0.12139533460140228
UC-5-qpAHBNIbRcBH5n7Achg,UC0rvsDnTlvualb1EkgbxBzQ,5,0.17455572,0.1355113387107849
UC-5-qpAHBNIbRcBH5n7Achg,UC1HZhN0HjriRUhqH7wGyRQg,4,0.12684846,0.14375969767570496
UC-5El9cit9a9OhRB_AFyrjA,UC0C-w0YjGpqDXGB8IHb662A,3,0.10458334,0.19567319750785828
UC-5MzIQb-PGF_O9pPyB2nmg,UC-9BNQSqNx9T6j63UqdP6hQ,4,0.1426994,0.36562633514404297
UC-5eTKa5UQsHZAgDPqpSBBw,UC-60cqLi1PftNjQfOeBZqww,3,0.14882353,0.34160351753234863
UC-5eTKa5UQsHZAgDPqpSBBw,UC-6DVb3QQK2_2oso0RqgNWA,7,0.2899858,0.19496533274650574
UC-5eTKa5UQsHZAgDPqpSBBw,UC-6aa7WG4qz8PrsNBHGU1Iw,5,0.20185384,0.15899436175823212
UC-5eTKa5UQsHZAgDPqpSBBw,UC-8udhbheRG8eg3s-6AFmXA,4,0.16919255,0.2199639081954956
UC-5eTKa5UQsHZAgDPqpSBBw,UC-9t7dZ3xvpjMGtFukKIhPw,5,0.24846686,0.1586236208677292
UC-5eTKa5UQsHZAgDPqpSBBw,UC-AEBG91PCbcrMj8AMAUDmA,4,0.18453783,0.1574288159608841
UC-5eTKa5UQsHZAgDPqpSBBw,UC-APJUQWxnTJ3JR1EDUi1wQ,5,0.2780484,0.2898581326007843
UC-5eTKa5UQsHZAgDPqpSBBw,UC-Af3-DGT0jxDn8siJf3rNA,3,0.12514493,0.2435150146484375
UC-5eTKa5UQsHZAgDPqpSBBw,UC-BoD8Gx4gsPdmUv4NlA8Jw,3,0.16692309,0.26101064682006836
UC-5eTKa5UQsHZAgDPqpSBBw,UC-BuGM5xGth9UFgYGTbP3Zw,3,0.11921459,0.13417983055114746
UC-5eTKa5UQsHZAgDPqpSBBw,UC-CA4ND0DqLWio_i_RMOngg,3,0.11142858,0.1260070502758026
UC-5eTKa5UQsHZAgDPqpSBBw,UC-FsIoL1u-dh_pBKG-1RkgA,3,0.14992084,0.31011417508125305
UC-5eTKa5UQsHZAgDPqpSBBw,UC-H2m0nZt6k0SJ5o04gS0nA,4,0.19396845,0.13271626830101013
UC-5eTKa5UQsHZAgDPqpSBBw,UC-HtWWWFevZy2WSLWDQksgQ,3,0.12919255,0.18010975420475006
UC-5eTKa5UQsHZAgDPqpSBBw,UC-HuiLFNaJ9yELFLHAPEnOQ,4,0.17999999,0.194020614027977
UC-5eTKa5UQsHZAgDPqpSBBw,UC-IgiloHdns1NIRZ4KcQXQw,4,0.14991215,0.19103184342384338
UC-5eTKa5UQsHZAgDPqpSBBw,UC-QZSLpCPi_RlACN2Xg59lg,4,0.18838239,0.1620510369539261
UC-5eTKa5UQsHZAgDPqpSBBw,UC-SEmxk-bEGxHFMm78NCLNw,3,0.10173161,0.13318495452404022
UC-5eTKa5UQsHZAgDPqpSBBw,UC-fF5jc4VLBIxZMiGpHSQAg,3,0.11959586,0.15696339309215546
UC-5eTKa5UQsHZAgDPqpSBBw,UC-jwpAXw3_HjHqb2zo_k34g,3,0.13007353,0.14636273682117462
UC-5eTKa5UQsHZAgDPqpSBBw,UC-kwiDn_sPRckNtYLs-B8Tw,4,0.1968396,0.125621497631073
UC-5eTKa5UQsHZAgDPqpSBBw,UC02JeoV59i0yhDj009s73GQ,4,0.14667687,0.16063863039016724
UC-5eTKa5UQsHZAgDPqpSBBw,UC02YuILI65J8WK_AY2Y0LuA,3,0.0930303,0.1653638780117035
UC-5eTKa5UQsHZAgDPqpSBBw,UC0AanNmw5A6nchQca8IbKMg,4,0.17879519,0.15904296934604645
UC-5eTKa5UQsHZAgDPqpSBBw,UC0dXZdPnEK8XOa-uiQyXeTw,4,0.13452214,0.14575451612472534
UC-5eTKa5UQsHZAgDPqpSBBw,UC0hh25w8RfCziRWRMvUJ5lw,3,0.11185384,0.12094173580408096
UC-5eTKa5UQsHZAgDPqpSBBw,UC0j5Sk9XqwibZIh_Dxml8jw,4,0.15167198,0.16764876246452332
UC-5r0IvQKQNsBrfpZW2_-BA,UC-HIyS_41IgbAgajn--1utA,4,0.1586489,0.4230840504169464
UC-5r0IvQKQNsBrfpZW2_-BA,UC-lFhQuhHaxAnRRSK1tds9g,3,0.1377765,0.20658595860004425
UC-5r0IvQKQNsBrfpZW2_-BA,UC0SKIdgDQXqV4iSqOmDLSFQ,3,0.113781296,0.20558279752731323
UC-5rzm-ycmKQxmSQnOaJJXw,UC0SG0ourp3Qrt_7bqgxdCeg,3,0.09523809,0.2533687353134155
UC-5rzm-ycmKQxmSQnOaJJXw,UC0ZCCCa89PaXRn-7gFE7ksw,3,0.099999994,0.2128012776374817
UC-5rzm-ycmKQxmSQnOaJJXw,UC1Lp8HbCqOPBMT1W_mjb21A,3,0.12286967,0.13114924728870392
UC-5ztjRXOCpOsJi0xMES52A,UC-9t7dZ3xvpjMGtFukKIhPw,3,0.13940093,0.15556105971336365
UC-5ztjRXOCpOsJi0xMES52A,UC-IdN5EFZvzzZGqgul8eXKQ,4,0.19824016,0.2165810465812683
UC-5ztjRXOCpOsJi0xMES52A,UC-IgiloHdns1NIRZ4KcQXQw,3,0.11145062,0.248248890042305
UC-5ztjRXOCpOsJi0xMES52A,UC-aug4qxWTqQdgxkh1jgtpw,4,0.18558168,0.43853890895843506
UC-60cqLi1PftNjQfOeBZqww,UC-AEBG91PCbcrMj8AMAUDmA,3,0.14882353,0.3716619312763214
UC-6DVb3QQK2_2oso0RqgNWA,UC-6aa7WG4qz8PrsNBHGU1Iw,6,0.20996052,0.14180447161197662
UC-6DVb3QQK2_2oso0RqgNWA,UC-8Z9RmKDF6qEYeMekdC9DA,5,0.1743402,0.19878517091274261
UC-6DVb3QQK2_2oso0RqgNWA,UC-8udhbheRG8eg3s-6AFmXA,4,0.16085923,0.17931796610355377
UC-6DVb3QQK2_2oso0RqgNWA,UC-AEBG91PCbcrMj8AMAUDmA,5,0.2387045,0.17460916936397552
UC-6DVb3QQK2_2oso0RqgNWA,UC-FsIoL1u-dh_pBKG-1RkgA,3,0.13563512,0.2405688464641571
UC-6DVb3QQK2_2oso0RqgNWA,UC-HtWWWFevZy2WSLWDQksgQ,3,0.12085921,0.1444731503725052
UC-6DVb3QQK2_2oso0RqgNWA,UC-IdN5EFZvzzZGqgul8eXKQ,7,0.23071933,0.12364727258682251
UC-6DVb3QQK2_2oso0RqgNWA,UC-IgiloHdns1NIRZ4KcQXQw,4,0.14478394,0.15819652378559113
UC-6DVb3QQK2_2oso0RqgNWA,UC-J7_24mTSMqC3f3vwIEUdg,7,0.22106689,0.1500103920698166
UC-6DVb3QQK2_2oso0RqgNWA,UC-N7pA0rR1PrUBOfs2OA0oA,30,1.0377479,0.22542257606983185
UC-6DVb3QQK2_2oso0RqgNWA,UC-PwctTg1kRVzPcBQlodYcg,6,0.211026,0.1611725240945816
UC-6DVb3QQK2_2oso0RqgNWA,UC-SEmxk-bEGxHFMm78NCLNw,4,0.13149351,0.1476084142923355
UC-6DVb3QQK2_2oso0RqgNWA,UC-VjzSCoMVWrSeuO-4N3UoA,3,0.13749999,0.17681914567947388
UC-6DVb3QQK2_2oso0RqgNWA,UC-VuNhvBm3bnOpzsYk-o4mA,5,0.15224007,0.24436107277870178
UC-6DVb3QQK2_2oso0RqgNWA,UC-XcLyfIh3bfc6GikZAcWjw,4,0.13122818,0.1643407791852951
UC-6DVb3QQK2_2oso0RqgNWA,UC-aug4qxWTqQdgxkh1jgtpw,3,0.11543514,0.1338082104921341
UC-6DVb3QQK2_2oso0RqgNWA,UC-e9-vYGGXTeKynjhteqZWw,3,0.13001254,0.1575755774974823
UC-6DVb3QQK2_2oso0RqgNWA,UC-eQC7XwFpCy-2fFtw-NtIg,10,0.30729127,0.18409205973148346
UC-6DVb3QQK2_2oso0RqgNWA,UC-fWGfiX-T1YdqaUZvMJBHg,10,0.31178978,0.12812258303165436
UC-6DVb3QQK2_2oso0RqgNWA,UC-ggcrnvqCQls7Us_7vnrCg,6,0.19161254,0.25332140922546387
UC-6DVb3QQK2_2oso0RqgNWA,UC-go0IiemkJJuA1gPLm_CoQ,4,0.14434524,0.1948704868555069
UC-6DVb3QQK2_2oso0RqgNWA,UC-kF1uMFhIfvw6seHqDGwkg,14,0.45250234,0.16437052190303802
UC-6DVb3QQK2_2oso0RqgNWA,UC-noa6HH6h4YnjhAAJwUNkg,10,0.34558842,0.14838869869709015
UC-6DVb3QQK2_2oso0RqgNWA,UC-pQL-6zNVmjbm0qpaas8EA,4,0.1460176,0.1347428858280182
UC-6DVb3QQK2_2oso0RqgNWA,UC-xs_TO6k_0TZ91OsBv0d-g,8,0.2653181,0.14058828353881836
UC-6DVb3QQK2_2oso0RqgNWA,UC00lzukQcBYz0gMCvlmM5_g,4,0.112958625,0.12483927607536316
UC-6DVb3QQK2_2oso0RqgNWA,UC0D596LYDZO95xGiNAGYs2g,7,0.25905108,0.16529037058353424
UC-6DVb3QQK2_2oso0RqgNWA,UC0Es_RHY2j9r53EnOZ14sDA,3,0.097258076,0.16165760159492493
